ingrijitor G,https://posturi.gov.ro/anunt/ingrijitor-g-11/,Directia de Asistenta Sociala Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1897/,Universitatea Alexandru Ioan Cuza din Iași,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
Administrator financiar grad I S,https://posturi.gov.ro/anunt/administrator-financiar-grad-i-s-11/,Universitatea Alexandru Ioan Cuza din Iași,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
BIBLIOTECAR,https://posturi.gov.ro/anunt/bibliotecar-178/,PRIMĂRIA   COMUNEI   RĂŞINARI,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent
Îngrijitor IM,https://posturi.gov.ro/anunt/ingrijitor-im-19/,"Grădinița cu Program Prelungit „Lumea Copiilor”, Constanța","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent
PAZNIC I (M),https://posturi.gov.ro/anunt/paznic-i-m-10/,"Liceul Tehnologic ""Al.Ioan Cuza""","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Ialomiţa,https://posturi.gov.ro/?judet=Ialomiţa,Permanent
Medic specialist în specialitatea cardiologie în compartiment cardiologie din Secția medicină intern,https://posturi.gov.ro/anunt/medic-specialist-in-specialitatea-cardiologie-in-compartiment-cardiologie-din-sectia-medicina-intern/,"Spitalul Militar de Urgenta ""Dr. Ion Jianu"" - Pitesti","Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent
administrator financiar II cu studii superioare,https://posturi.gov.ro/anunt/administrator-financiar-ii-cu-studii-superioare/,UNIVERSITATEA TRANSILVANIA DIN BRASOV,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  16/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Temporar
"Portar (0,5 normă)",https://posturi.gov.ro/anunt/portar-05-norma/,Clubul Sportiv Gheorgheni - VSK Gyergyo,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Harghita,https://posturi.gov.ro/?judet=Harghita,Permanent
MEDIATOR ȘCOLAR,https://posturi.gov.ro/anunt/mediator-scolar-68/,"Liceul Teoretic „Ioan Buteanu” Șomcuta Mare, județul Maramureș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  21/09/2024,Maramureş,https://posturi.gov.ro/?judet=Maramureş,Permanent
MUNCITOR INTRETINERE – INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE,https://posturi.gov.ro/anunt/muncitor-intretinere-instalator-instalatii-tehnico-sanitare-si-de-gaze/,LICEUL TEHNOLOGIC SPECIAL GHEORGHE ATANASIU ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent
ASISTENTI MEDICALI GENERALISTI SI RADIOLOGIE,https://posturi.gov.ro/anunt/asistenti-medicali-generalisti-si-radiologie/,SPITALUL CLINIC CF CONSTANTA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent
Administrator patrimoniu,https://posturi.gov.ro/anunt/administrator-patrimoniu-235/,Școala Gimnazială Cristian,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1925/,"Școala Gimnazială „Mircea Nedelciu”, Călărași","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Călăraşi,https://posturi.gov.ro/?judet=Călăraşi,Permanent
"Șofer, Treapta I",https://posturi.gov.ro/anunt/sofer-treapta-i-17/,Primăria Oraș Sângeorz-Băi,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Bistriţa-Năsăud,https://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent
Muncitor Întreținere,https://posturi.gov.ro/anunt/muncitor-intretinere-86/,Liceul Teoretic „Traian Vuia” Reșița ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Caraş-Severin,https://posturi.gov.ro/?judet=Caraş-Severin,Permanent
"CONSILIER JURIDIC II, LOGOPED DEBUTANT",https://posturi.gov.ro/anunt/consilier-juridic-ii-logoped-debutant/,Centrul de Abilitare si Reabilitare a Persoanelor Adulte cu Dizabilități Canaan Șercaia,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent
Referent debutant,https://posturi.gov.ro/anunt/referent-debutant-49/,Spitalul Clinic de Urgență pentru Copii Sf Maria Iași,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
secretar gr. III,https://posturi.gov.ro/anunt/secretar-gr-iii-2/,Universitatea Națională de Arte din Bucureşti ,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent
"Îngrijitor curățenie 0,5 post",https://posturi.gov.ro/anunt/ingrijitor-curatenie-05-post/,"Liceul Tehnologic ”Decebal”, Drobeta Turnu Severin, județul Mehedinți","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  13/09/2024,Mehedinţi,https://posturi.gov.ro/?judet=Mehedinţi,Permanent
MUNCITOR DE ÎNTREȚINERE -1 post,https://posturi.gov.ro/anunt/muncitor-de-intretinere-1-post/,"COLEGIUL TEHNIC ,,MIHAI VITEAZUL” din localitatea ORADEA","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  27/09/2024,Bihor,https://posturi.gov.ro/?judet=Bihor,Permanent
Secretar instituție/unitate de învățământ grad I S,https://posturi.gov.ro/anunt/secretar-institutie-unitate-de-invatamant-grad-i-s/,Universitatea Alexandru Ioan Cuza din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  13/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Temporar
"Conservator, gradul IA, S",https://posturi.gov.ro/anunt/conservator-gradul-ia-s/,Muzeul Județean de Științele Naturii Prahova,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Permanent
"educator,infirmier",https://posturi.gov.ro/anunt/educatorinfirmier-2/,DGASPC Salaj,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Sălaj,https://posturi.gov.ro/?judet=Sălaj,Permanent
paznic,https://posturi.gov.ro/anunt/paznic-502/,"Primăria comunei Mărăcineni, jud.Argeș","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent
INSPECTOR DE SPECIALITATE GRAD II,https://posturi.gov.ro/anunt/inspector-de-specialitate-grad-ii-11/,Serviciul de Administrare a Domeniului Public Zalau,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Sălaj,https://posturi.gov.ro/?judet=Sălaj,Temporar
Asistent I,https://posturi.gov.ro/anunt/asistent-i-4/,Institutul de Chimie „Coriolan Dragulescu”,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent
Șofer,https://posturi.gov.ro/anunt/sofer-252/,"Primăria Comunei Lelese,   Sat Lelese , județul Hunedoara","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Hunedoara,https://posturi.gov.ro/?judet=Hunedoara,Permanent
Secretar institutie/unitate de învățământ debutant S,https://posturi.gov.ro/anunt/secretar-institutie-unitate-de-invatamant-debutant-s-2/,Universitatea Alexandru Ioan Cuza din Iași,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
"Contabil șef, șef de fermă, referent, auditor intern, cercetător științific, șef laborator",https://posturi.gov.ro/anunt/contabil-sefsef-de-fermareferentauditor-interncercetator-stiintificsef-laborator/,Stațiunea de Cercetare Dezvoltare Agricolă Tulcea,"Funcție contractuală, Instituții locale, Funcții de conducere,Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Tulcea,https://posturi.gov.ro/?judet=Tulcea,Temporar
"asistent medical, PL, grad debutant",https://posturi.gov.ro/anunt/asistent-medical-pl-grad-debutant/,Casa Județeană de Pensii Constanța,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent
1 post medic specialist confirmat în specilaitatea medicină internă,https://posturi.gov.ro/anunt/1-post-medic-specialist-confirmat-in-specilaitatea-medicina-interna/,Spitalul Clinic Militar de Urgență „Dr. Victor Popescu” Timișoara,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent
"Șef Serviciu Administrativ-Aprovizionare, Achizitii Publice",https://posturi.gov.ro/anunt/sef-serviciu-administrativ-aprovizionare-achizitii-publice-2/,Spitalul Clinic de Urgenţă pentru Copii Braşov,"Funcție contractuală, Instituții județene, Funcții de conducere","Publicat în: 9 septembrie,2024",Expiră in  16/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Temporar
Medic specialist în specialitatea medicină de urgență în cadrul Compartimentului Primire Urgență,https://posturi.gov.ro/anunt/medic-specialist-in-specialitatea-medicina-de-urgenta-in-cadrul-compartimentului-primire-urgenta/,"Spitalul Militar de Urgenta ""Dr. Ion Jianu"" - Pitesti","Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Arges,https://posturi.gov.ro/?judet=Arges,Permanent
"3 posturi de ingrijitoare, 3 posturi de asistent medical, 1 post de asistent medical principal",https://posturi.gov.ro/anunt/3-posturi-de-ingrijitoare-3-posturi-de-asistent-medical-1-post-de-asistent-medical-principal/,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Dr. V. Babes Timisoara,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  16/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Temporar
MUNCITOR IV (AJUTOR BUCĂTAR),https://posturi.gov.ro/anunt/muncitor-iv-ajutor-bucatar/,DIRECŢIA DE ASISTENŢĂ SOCIALĂ TURDA ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent
Administrator patrimoniu,https://posturi.gov.ro/anunt/administrator-patrimoniu-236/,Liceul de Artă Sibiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Sibiu,https://posturi.gov.ro/?judet=Sibiu,Permanent
administrator financiar II cu studii superioare,https://posturi.gov.ro/anunt/administrator-financiar-ii-cu-studii-superioare-2/,UNIVERSITATEA TRANSILVANIA DIN BRASOV,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  16/09/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Temporar
Administrator financiar,https://posturi.gov.ro/anunt/administrator-financiar-542/,UNIVERSITATEA DE VEST,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  16/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Temporar
Bibliotecar SII,https://posturi.gov.ro/anunt/bibliotecar-sii-5/,COLEGIUL TEHNIC NR.1 VADU CRISULUI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  16/09/2024,Bihor,https://posturi.gov.ro/?judet=Bihor,Temporar
Medic stomatolog cu drept de libera practica,https://posturi.gov.ro/anunt/medic-stomatolog-cu-drept-de-libera-practica-7/,Spitalul General CF Simeria,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Hunedoara,https://posturi.gov.ro/?judet=Hunedoara,Permanent
Administrator financiar grad III S,https://posturi.gov.ro/anunt/administrator-financiar-grad-iii-s-11/,Universitatea Alexandru Ioan Cuza din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
"Geograf – Birou Exploatare Lucrari, per. determinata",https://posturi.gov.ro/anunt/geograf-birou-exploatare-lucrari-per-determinata/,"Administratia Bazinala de Apa Prut-Barlad, SGA Galati","Funcție contractuală, Instituții regionale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  16/09/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Temporar
Administrator financiar,https://posturi.gov.ro/anunt/administrator-financiar-537/,Colegiul Naţional „Ion Luca Caragiale” Ploieşti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Prahova,https://posturi.gov.ro/?judet=Prahova,Permanent
Psiholog practicant S,https://posturi.gov.ro/anunt/psiholog-practicant-s-4/,Universitatea Alexandru Ioan Cuza din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
MUNCITOR (ELECTRICIAN)  si  STATISTICIAN MEDICAL,https://posturi.gov.ro/anunt/muncitor-electrician-si-statistician-medical/,Spital Clinic de Obstetrica-Ginecologie Elena Doamna Iasi,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
"muncitor necalificat, referent casier",https://posturi.gov.ro/anunt/muncitor-necalificat-referent-casier/,Primăria Comunei Săpoca,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Buzău,https://posturi.gov.ro/?judet=Buzău,Permanent
Inspector de specialitate debutant,https://posturi.gov.ro/anunt/inspector-de-specialitate-debutant-24/,Institutul Național de Cercetare – Dezvoltare Medico – Militară „Cantacuzino” (U.M. 02484 București),"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent
Administrator II,https://posturi.gov.ro/anunt/administrator-ii-7/,Unitatea Militară 02216 Cluj-Napoca,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent
FUNCTIONAR,https://posturi.gov.ro/anunt/functionar-8/,Serviciul de Administrare a Domeniului Public Zalau,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Sălaj,https://posturi.gov.ro/?judet=Sălaj,Permanent
Administrator și guard,https://posturi.gov.ro/anunt/administrator-guard/,"Primăria Comunei Ilia, Hunedoara","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  23/09/2024,Hunedoara,https://posturi.gov.ro/?judet=Hunedoara,Permanent
Psiholog practicant S,https://posturi.gov.ro/anunt/psiholog-practicant-s-3/,Universitatea Alexandru Ioan Cuza din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 9 septembrie,2024",Expiră in  20/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent
